Country,ISO,Sex,Year of birth,Mean height (cm),Mean height lower 95% uncertainty interval (cm),Mean height upper 95% uncertainty interval (cm),Mean height (inches),Mean height lower 95% uncertainty interval (inches),Mean height upper 95% uncertainty interval (inches),Olympic Year
Sweden,SWE,Men,1945,177.6402386,177.196756,178.0759719,69.93710181102362,69.76250236220471,70.1086503543307,1964
Switzerland,CHE,Men,1945,173.89307480000002,173.0539461,174.6770895,68.46184047244095,68.13147484251968,68.77050767716536,1964
Syrian Arab Republic,SYR,Men,1945,168.0466959,163.1514737,172.8725471,66.160116496063,64.23286366141733,68.06005791338582,1964
Taiwan,TWN,Men,1945,166.4210261,165.61054740000003,167.23528149999999,65.52008901574803,65.20100291338584,65.840662007874,1964
Tajikistan,TJK,Men,1945,169.29991719999998,164.10706059999998,174.34426580000002,66.65351070866141,64.60907897637794,68.63947472440945,1964
Tanzania,TZA,Men,1945,166.7718927,165.4880241,168.0758768,65.65822547244095,65.15276539370078,66.17160503937008,1964
Thailand,THA,Men,1945,163.2642518,162.52867980000002,163.9781659,64.27726448818898,63.98766921259843,64.55833303149606,1964
Timor-Leste,TLS,Men,1945,159.5703933,157.98391840000002,161.196545,62.82298948818898,62.198393070866146,63.46320669291338,1964
Togo,TGO,Men,1945,168.0055994,166.1823957,169.8821956,66.14393677165354,65.42614003937008,66.88275417322834,1964
Tokelau,TKL,Men,1945,170.9571683,169.135798,172.7757355,67.30597177165355,66.5888968503937,68.02194311023622,1964
Tonga,TON,Men,1945,174.5656811,173.2754377,175.8555141,68.72664610236221,68.21867625984252,69.23445437007874,1964
Trinidad and Tobago,TTO,Men,1945,171.8798758,170.2393518,173.53210959999998,67.66924244094488,67.0233668503937,68.31972818897637,1964
Tunisia,TUN,Men,1945,169.3673018,168.3380364,170.39258569999998,66.68004007874016,66.27481748031495,67.0836951574803,1964
Turkey,TUR,Men,1945,169.3291868,168.7436988,169.9246668,66.66503417322835,66.43452708661417,66.89947511811025,1964
Turkmenistan,TKM,Men,1945,169.7483216,167.76832,171.78450890000002,66.83004787401575,66.05051968503936,67.63169641732284,1964
Tuvalu,TUV,Men,1945,168.0594988,165.63492230000003,170.5032074,66.16515700787401,65.21059933070867,67.12724700787402,1964
Uganda,UGA,Men,1945,168.6712227,167.30793459999998,170.09879919999997,66.40599318897637,65.86926559055118,66.96803118110235,1964
Ukraine,UKR,Men,1945,173.3703917,168.3238721,178.4776532,68.25605972440945,66.26924098425197,70.2667925984252,1964
United Arab Emirates,ARE,Men,1945,168.06116459999998,163.1775208,172.9462456,66.16581283464566,64.24311842519685,68.08907307086614,1964
United Kingdom,GBR,Men,1945,174.7434267,174.3694288,175.1215343,68.79662468503936,68.64938141732284,68.9454859448819,1964
United States of America,USA,Men,1945,176.7894872,176.3223073,177.2770003,69.60216031496063,69.41823122047244,69.79409460629921,1964
Uruguay,URY,Men,1945,170.87028590000003,169.44193,172.2942898,67.27176610236222,66.70942125984253,67.83239755905512,1964
Uzbekistan,UZB,Men,1945,169.4608488,168.0062351,170.85764730000002,66.71686960629921,66.14418704724409,67.26679027559057,1964
Vanuatu,VUT,Men,1945,166.37919219999998,164.8024007,167.9939985,65.50361897637794,64.88283492125984,66.13936948818898,1964
Venezuela,VEN,Men,1945,167.3923878,165.87017649999999,168.933533,65.90251488188976,65.30321909448818,66.50926496062992,1964
Viet Nam,VNM,Men,1945,161.4895492,160.873647,162.12598280000003,63.57856267716535,63.336081496062995,63.829127086614186,1964
Yemen,YEM,Men,1945,163.52328359999998,161.8125662,165.2306254,64.37924551181102,63.705734724409446,65.05142732283464,1964
Zambia,ZMB,Men,1945,168.2699934,165.5897392,171.04094750000002,66.2480288976378,65.19281070866141,67.33895570866142,1964
Zimbabwe,ZWE,Men,1945,169.4462105,167.72918059999998,171.1073093,66.711106496063,66.03511047244093,67.3650824015748,1964
Afghanistan,AFG,Men,1949,164.08322869999998,158.8912955,169.3490369,64.59969633858267,62.55562814960631,66.67284917322834,1968
Albania,ALB,Men,1949,171.09795069999998,169.03486759999998,173.12058080000003,67.36139791338582,66.54916047244093,68.15770897637796,1968
Algeria,DZA,Men,1949,170.97238080000002,169.7285447,172.27914230000002,67.3119609448819,66.82226169291339,67.82643397637796,1968
American Samoa,ASM,Men,1949,172.49768469999998,171.6439033,173.3643716,67.91247429133857,67.57633988188977,68.2536896062992,1968
Andorra,AND,Men,1949,170.7924256,165.82710480000003,175.7968744,67.24111244094487,65.28626173228348,69.21136787401575,1968
Angola,AGO,Men,1949,168.4168896,163.1373007,173.6607968,66.30586204724409,64.22728374015747,68.37039244094488,1968
Antigua and Barbuda,ATG,Men,1949,170.3837586,165.3678966,175.4215816,67.08021992125984,65.1054711023622,69.0636148031496,1968
Argentina,ARG,Men,1949,170.8194199,169.2597139,172.3477581,67.25174011811023,66.63768263779528,67.85344807086614,1968
Armenia,ARM,Men,1949,170.25169730000002,168.1706358,172.3114731,67.02822728346457,66.20891173228347,67.83916263779527,1968
Australia,AUS,Men,1949,175.85206519999997,175.3421518,176.3529865,69.23309653543306,69.03234322834646,69.43030964566928,1968
Austria,AUT,Men,1949,175.5990289,174.1109826,177.0875383,69.1334759448819,68.54763094488189,69.71950326771653,1968
Azerbaijan,AZE,Men,1949,171.0167385,169.571147,172.4574352,67.32942460629921,66.76029409448819,67.89662803149606,1968
Bahamas,BHS,Men,1949,170.4083611,165.498307,175.3248163,67.08990594488189,65.15681377952757,69.02551822834646,1968
Bahrain,BHR,Men,1949,166.31965459999998,164.72133430000002,167.9692564,65.48017897637794,64.85091901574803,66.12962850393701,1968
Bangladesh,BGD,Men,1949,163.1286809,162.1735108,164.0959789,64.22389011811023,63.84783889763779,64.6047161023622,1968
Barbados,BRB,Men,1949,173.40789719999998,171.90016609999998,174.95769009999998,68.27082566929133,67.67723074803149,68.8809803543307,1968
Belarus,BLR,Men,1949,174.1268496,169.1334202,179.2890952,68.5538777952756,66.58796070866141,70.5862579527559,1968
Belgium,BEL,Men,1949,174.37767480000002,173.74286709999998,175.006459,68.65262787401575,68.40270358267716,68.90018070866142,1968
Belize,BLZ,Men,1949,166.9332488,164.9953946,168.8567968,65.72175149606299,64.95881677165355,66.47905385826772,1968
Benin,BEN,Men,1949,169.41797140000003,167.9946495,170.8272551,66.6999887401575,66.13962578740157,67.25482484251968,1968
Bermuda,BMU,Men,1949,170.3802923,165.5321659,175.3335971,67.07885523622048,65.1701440551181,69.02897523622048,1968
Bhutan,BTN,Men,1949,162.8590595,161.3705551,164.38976619999997,64.11773996062992,63.53171460629921,64.72038039370078,1968
Bolivia,BOL,Men,1949,163.8611118,160.07853400000002,167.6673816,64.51224874015747,63.02304488188977,66.01078015748031,1968
Bosnia and Herzegovina,BIH,Men,1949,176.86399409999999,175.2900661,178.4429236,69.63149374015747,69.01183704724409,70.25311952755905,1968
Botswana,BWA,Men,1949,170.92391130000001,169.54236559999998,172.30730219999998,67.29287846456694,66.74896283464567,67.8375205511811,1968
Brazil,BRA,Men,1949,168.8699939,168.1761642,169.5660338,66.48424956692914,66.21108826771653,66.75828102362205,1968
Brunei Darussalam,BRN,Men,1949,162.0587484,157.12620569999999,167.0158507,63.8026568503937,61.8607109055118,65.75427192913385,1968
Bulgaria,BGR,Men,1949,174.2359755,169.2883673,179.2550914,68.5968407480315,66.64896350393701,70.57287062992125,1968
Burkina Faso,BFA,Men,1949,169.49065280000002,167.7042678,171.29994059999999,66.72860346456693,66.02530228346457,67.44092149606298,1968
Burundi,BDI,Men,1949,167.6645302,162.6541374,172.6306596,66.00965755905511,64.03706196850393,67.96482661417323,1968
Cabo Verde,CPV,Men,1949,170.9345112,169.2490424,172.6245283,67.2970516535433,66.63348125984253,67.96241271653544,1968
Cambodia,KHM,Men,1949,161.0991131,159.4663178,162.7368335,63.42484767716536,62.782014881889765,64.06961948818898,1968
Cameroon,CMR,Men,1949,170.07070380000002,168.65069450000001,171.51725580000002,66.95697000000001,66.39791122047245,67.52647866141733,1968
Canada,CAN,Men,1949,175.07315069999999,174.3077822,175.87458840000002,68.92643728346457,68.6251111023622,69.24196393700788,1968
Central African Republic,CAF,Men,1949,167.6337493,164.91693469999998,170.3899929,65.99753909448819,64.92792704724408,67.08267437007875,1968
Chad,TCD,Men,1949,171.2679215,168.6681997,173.9615794,67.4283155511811,66.40480303149606,68.48881078740158,1968
Chile,CHL,Men,1949,167.8084117,166.8590207,168.7243893,66.06630381889764,65.69252783464567,66.42692492125984,1968
China,CHN,Men,1949,167.2823377,166.89562859999998,167.6794851,65.85918807086614,65.70694039370078,66.01554531496063,1968
China (Hong Kong SAR),HKG,Men,1949,166.108902,164.6390706,167.58109850000002,65.39720551181102,64.81853173228346,65.97681043307088,1968
Colombia,COL,Men,1949,166.0001228,165.1431694,166.9017718,65.35437905511812,65.01699582677165,65.70935897637796,1968
Comoros,COM,Men,1949,165.0536362,163.33677600000001,166.78317990000002,64.98174653543307,64.30581732283466,65.66266925196851,1968
Congo,COG,Men,1949,168.9025334,167.2052784,170.64661030000002,66.49706039370079,65.82884976377953,67.18370484251969,1968
Cook Islands,COK,Men,1949,173.1666056,171.5362486,174.7898181,68.17582897637796,67.53395614173228,68.81488901574802,1968
Costa Rica,CRI,Men,1949,167.47225269999998,166.5974375,168.3403749,65.93395775590551,65.58954232283465,66.2757381496063,1968
Cote d'Ivoire,CIV,Men,1949,168.8021155,167.5455695,170.0724827,66.45752578740158,65.96282263779527,66.9576703543307,1968
Croatia,HRV,Men,1949,175.5567977,174.2496165,176.88848059999998,69.11684948818898,68.60221122047244,69.64113409448818,1968
Cuba,CUB,Men,1949,169.14599990000002,167.8389201,170.44494530000003,66.5929133464567,66.078315,67.10430917322836,1968
Cyprus,CYP,Men,1949,170.1292742,166.21546980000002,174.0177756,66.98002921259842,65.43916133858268,68.51093527559054,1968
Czech Republic,CZE,Men,1949,175.88581340000002,175.1968746,176.5922899,69.24638322834646,68.97514748031496,69.52452358267716,1968
Denmark,DNK,Men,1949,177.2846508,176.968692,177.6008404,69.79710661417323,69.67271338582677,69.92159070866143,1968
Djibouti,DJI,Men,1949,167.6154385,162.7229896,172.5956774,65.99033011811024,64.06416913385827,67.95105409448819,1968
Dominica,DMA,Men,1949,173.05305719999998,171.1767743,174.8743039,68.13112488188976,67.39243082677166,68.84815114173229,1968
Dominican Republic,DOM,Men,1949,168.3593892,166.5219906,170.2080535,66.28322409448819,65.55983881889765,67.01104468503937,1968
DR Congo,COD,Men,1949,168.31337549999998,165.6176968,170.9774497,66.26510846456692,65.20381763779528,67.31395657480314,1968
Ecuador,ECU,Men,1949,163.0609303,161.4779111,164.6532947,64.19721665354331,63.573980748031495,64.82413177165354,1968
Egypt,EGY,Men,1949,168.9448604,168.1675698,169.728692,66.51372456692914,66.2077046456693,66.82231968503936,1968
El Salvador,SLV,Men,1949,166.9162588,164.2356092,169.59640109999998,65.71506251968505,64.65968866141732,66.7702366535433,1968
Equatorial Guinea,GNQ,Men,1949,168.43642869999996,163.2523411,173.6621784,66.31355460629919,64.27257523622048,68.37093637795275,1968
Eritrea,ERI,Men,1949,168.9732015,167.8093638,170.15161650000002,66.52488248031496,66.06667866141733,66.9888253937008,1968
Estonia,EST,Men,1949,177.3867007,176.7571475,178.0165695,69.83728374015749,69.5894281496063,70.08526358267717,1968
Ethiopia,ETH,Men,1949,167.74031609999997,166.28719660000002,169.2530415,66.03949452755904,65.46740023622048,66.63505570866141,1968
Fiji,FJI,Men,1949,172.6975888,171.7020333,173.68824809999998,67.99117669291338,67.59922570866142,68.38120003937007,1968
Finland,FIN,Men,1949,176.38904340000002,175.9266969,176.8608649,69.44450527559056,69.26247909448819,69.63026177165354,1968
France,FRA,Men,1949,173.7731395,172.9794545,174.5612627,68.4146218503937,68.10214744094488,68.72490657480314,1968
French Polynesia,PYF,Men,1949,173.24935449999998,171.6347642,174.8655898,68.20840728346455,67.57274181102362,68.8447203937008,1968
Gabon,GAB,Men,1949,169.05019219999997,166.2980638,171.83753000000002,66.55519377952754,65.47167866141731,67.65257086614174,1968
Gambia,GMB,Men,1949,166.6994989,164.8022395,168.6356374,65.62972397637796,64.88277145669292,66.39198322834646,1968
Georgia,GEO,Men,1949,173.2435003,171.60513490000002,174.90499590000002,68.20610248031495,67.56107673228347,68.86023460629922,1968
Germany,DEU,Men,1949,175.9124024,175.4426,176.3999621,69.25685133858268,69.07188976377952,69.44880397637796,1968
Ghana,GHA,Men,1949,168.05483230000002,166.9934835,169.07745359999998,66.1633198031496,65.74546594488189,66.56592661417322,1968
Greece,GRC,Men,1949,172.06964140000002,170.6311437,173.5278716,67.74395330708663,67.17761562992126,68.31805968503937,1968
Greenland,GRL,Men,1949,167.0447264,165.4068823,168.6602719,65.76564031496063,65.1208198031496,66.4016818503937,1968
Grenada,GRD,Men,1949,173.35322380000002,171.28570480000002,175.41379780000003,68.24930070866142,67.4353168503937,69.06055031496064,1968
Guatemala,GTM,Men,1949,162.5768267,160.41339169999998,164.76550749999998,64.00662468503937,63.154878622047235,64.86831003937007,1968
Guinea,GIN,Men,1949,169.6157327,167.1568562,172.06957519999997,66.77784751968504,65.8097859055118,67.74392724409448,1968
Guinea Bissau,GNB,Men,1949,169.0168039,164.16474530000002,173.8515794,66.54204877952756,64.63178948818899,68.4455037007874,1968
Guyana,GUY,Men,1949,168.4617313,166.3123097,170.58969409999997,66.32351625984252,65.47728728346456,67.16129688976376,1968
Haiti,HTI,Men,1949,170.3233194,165.4088721,175.2485922,67.05642496062993,65.12160318897638,68.99550874015748,1968
Honduras,HND,Men,1949,166.8429357,164.1430007,169.51347919999998,65.68619515748031,64.62322862204724,66.73759023622047,1968
Hungary,HUN,Men,1949,173.5994886,172.6770512,174.54850919999998,68.34625535433071,67.98309102362204,68.71988551181101,1968
Iceland,ISL,Men,1949,179.9109647,178.7904116,180.9835221,70.83108846456693,70.38992582677166,71.25335515748031,1968
India,IND,Men,1949,163.48647319999998,162.9515285,163.9974659,64.36475322834644,64.15414507874016,64.56593145669292,1968
Indonesia,IDN,Men,1949,160.8129695,160.0532703,161.57299319999998,63.312192716535435,63.01309854330709,63.611414645669285,1968
Iran,IRN,Men,1949,168.40975690000002,167.89318469999998,168.96444780000002,66.3030538976378,66.09967901574802,66.5214361417323,1968
Iraq,IRQ,Men,1949,168.6088352,163.6696302,173.4303725,66.38143118110236,64.43686228346456,68.27967421259842,1968
Ireland,IRL,Men,1949,174.65750390000002,173.7979471,175.5072986,68.76279681102363,68.42438862204723,69.09736165354332,1968
Israel,ISR,Men,1949,171.54862590000002,170.5958439,172.4812524,67.5388290944882,67.16371807086614,67.90600488188976,1968
Italy,ITA,Men,1949,171.3810389,170.8879186,171.8836385,67.47284996062992,67.27870811023622,67.67072381889763,1968
Jamaica,JAM,Men,1949,172.1714497,170.9701796,173.3928075,67.78403531496063,67.31109433070866,68.26488484251969,1968
Japan,JPN,Men,1949,167.71993769999997,167.40707890000002,168.0461043,66.03147153543306,65.90829877952757,66.15988358267717,1968
Jordan,JOR,Men,1949,169.1248776,168.0307106,170.19592790000002,66.58459748031495,66.15382307086614,67.00627082677165,1968
Kazakhstan,KAZ,Men,1949,169.72549719999998,164.6211334,174.74008730000003,66.82106188976377,64.81146984251968,68.79530996062994,1968
Kenya,KEN,Men,1949,171.41965359999998,168.7368421,174.10053169999998,67.48805259842518,66.43182759842519,68.54351641732282,1968
Kiribati,KIR,Men,1949,168.44300249999998,167.18848909999997,169.68109950000002,66.31614271653542,65.8222398031496,66.80358248031497,1968
Kuwait,KWT,Men,1949,169.81390159999998,168.864357,170.7876253,66.85586677165354,66.48203031496064,67.23922255905512,1968
Kyrgyzstan,KGZ,Men,1949,168.22617250000002,166.293376,170.13398180000002,66.23077657480316,65.46983307086614,66.9818825984252,1968
Lao PDR,LAO,Men,1949,159.212334,157.6393614,160.7908964,62.68202125984252,62.06274070866142,63.30350251968504,1968
Latvia,LVA,Men,1949,175.5528763,173.945682,177.1399278,69.11530562992127,68.48255196850394,69.74012905511812,1968
Lebanon,LBN,Men,1949,170.6424019,169.0387273,172.2782453,67.18204799212599,66.55068003937008,67.82608082677166,1968
Lesotho,LSO,Men,1949,166.0576608,164.6815868,167.4527592,65.37703181102363,64.83527039370078,65.9262831496063,1968
Liberia,LBR,Men,1949,163.9176778,162.33822759999998,165.5865366,64.53451881889764,63.91268803149605,65.19154984251968,1968
Libya,LBY,Men,1949,170.76398269999999,169.01188159999998,172.4830072,67.22991444881889,66.54011086614172,67.9066957480315,1968
Lithuania,LTU,Men,1949,175.0655738,174.2327411,175.8764617,68.92345425196851,68.59556736220472,69.24270145669291,1968
Luxembourg,LUX,Men,1949,175.2007925,173.49248889999998,176.9037034,68.97668996062993,68.30412948818896,69.64712732283465,1968
Macedonia (TFYR),MKD,Men,1949,174.27640549999998,169.2338267,179.0140022,68.61275807086614,66.62749082677166,70.47795362204724,1968
Madagascar,MDG,Men,1949,165.13962450000002,162.52120349999998,167.72922690000001,65.0156001968504,63.984725787401565,66.03512870078741,1968
Malawi,MWI,Men,1949,165.2052841,163.5676659,166.8145351,65.04145043307086,64.39671885826772,65.67501381889764,1968
Malaysia,MYS,Men,1949,164.62915900000002,163.94027509999998,165.2820112,64.81462952755906,64.54341539370078,65.0716579527559,1968
Maldives,MDV,Men,1949,161.23607959999998,159.4801218,162.9557772,63.47877149606298,62.787449527559055,64.1558177952756,1968
Mali,MLI,Men,1949,171.28470359999997,168.6094529,174.0309687,67.43492267716535,66.38167437007874,68.51612940944881,1968
Malta,MLT,Men,1949,167.4707032,165.4397301,169.54637419999997,65.93334771653544,65.13375200787401,66.75054102362203,1968
Marshall Islands,MHL,Men,1949,165.7607325,164.0363641,167.46114530000003,65.2601309055118,64.58124570866141,65.92958476377953,1968
Mauritania,MRT,Men,1949,168.3490899,165.72871719999998,171.0354504,66.2791692519685,65.24752645669291,67.33679149606299,1968
Mauritius,MUS,Men,1949,166.805005,165.9961909,167.619237,65.67126181102361,65.35283106299212,65.99182559055117,1968
Mexico,MEX,Men,1949,165.35106399999998,164.7663063,165.9459785,65.09884409448819,64.86862452755905,65.33306240157481,1968
Micronesia (Federated States of),FSM,Men,1949,167.9017628,166.5579813,169.2148102,66.10305622047244,65.57400838582677,66.62000401574802,1968
Moldova,MDA,Men,1949,170.7269911,169.0811291,172.45268380000002,67.21535082677165,66.56737366141732,67.89475740157481,1968
Mongolia,MNG,Men,1949,166.10094719999998,165.07001640000001,167.1339378,65.39407370078739,64.98819543307087,65.80076291338582,1968
Montenegro,MNE,Men,1949,174.2430883,169.18894650000001,179.19244980000002,68.59964106299213,66.60982145669291,70.54820858267718,1968
Morocco,MAR,Men,1949,168.5526552,163.764022,173.25815780000002,66.35931307086614,64.47402440944882,68.2118731496063,1968
Mozambique,MOZ,Men,1949,165.261648,163.53608219999998,166.9245316,65.0636409448819,64.38428433070865,65.71831952755905,1968
Myanmar,MMR,Men,1949,163.0420105,161.8004299,164.2729414,64.18976791338582,63.70095665354331,64.67438637795276,1968
Namibia,NAM,Men,1949,169.53483219999998,168.1001369,171.0340768,66.74599692913385,66.18115625984252,67.33625070866142,1968
Nauru,NRU,Men,1949,167.4432284,166.6676297,168.1856641,65.92253086614174,65.61717704724408,66.21482838582676,1968
Nepal,NPL,Men,1949,160.71593700000003,159.6100882,161.86423090000002,63.2739909448819,62.83861740157481,63.726075157480324,1968
Netherlands,NLD,Men,1949,179.06272009999998,178.301137,179.8390117,70.49713389763778,70.19729803149606,70.80276051181102,1968
New Zealand,NZL,Men,1949,175.43963380000002,174.81481169999998,176.0699208,69.07072196850395,68.82472901574802,69.31886645669292,1968
Nicaragua,NIC,Men,1949,166.0837487,163.3997681,168.7514863,65.38730263779527,64.33061736220472,66.43759303149606,1968
Niger,NER,Men,1949,170.59262959999998,168.9115717,172.3073654,67.16245259842519,66.50061877952756,67.83754543307087,1968
Nigeria,NGA,Men,1949,166.9928563,165.794465,168.1807115,65.74521901574803,65.27341141732283,66.21287854330708,1968
Niue,NIU,Men,1949,172.3521565,170.6580597,174.0417903,67.85517972440945,67.18821248031496,68.52038988188977,1968
North Korea,PRK,Men,1949,166.4778206,160.943985,171.9262082,65.54244905511811,63.36377362204724,67.68748354330708,1968
Norway,NOR,Men,1949,177.7758235,177.3322499,178.22310969999998,69.99048169291339,69.81584641732283,70.16657862204724,1968
Occupied Palestinian Territory,PSE,Men,1949,170.0915387,169.00518449999998,171.18373559999998,66.96517271653543,66.53747421259841,67.39517149606299,1968
Oman,OMN,Men,1949,164.85339109999998,163.1441729,166.538493,64.90290988188976,64.22998933070866,65.56633582677165,1968
Pakistan,PAK,Men,1949,167.24171040000002,166.1248536,168.32981819999998,65.84319307086615,65.40348566929134,66.27158196850392,1968
Palau,PLW,Men,1949,167.3043872,165.5513292,169.06170980000002,65.86786897637795,65.17768866141732,66.55972826771654,1968
Panama,PAN,Men,1949,166.19832580000002,163.8118862,168.67226340000002,65.43241173228347,64.49286858267716,66.40640291338583,1968
Papua New Guinea,PNG,Men,1949,162.3794551,160.86543590000002,163.9020521,63.92891933070866,63.332848779527566,64.52836696850393,1968
Paraguay,PRY,Men,1949,169.3641784,164.10298659999998,174.4190747,66.67881039370079,64.60747503937007,68.6689270472441,1968
Peru,PER,Men,1949,162.560032,161.5597004,163.5227876,64.0000125984252,63.606181259842515,64.37905023622046,1968
Philippines,PHL,Men,1949,161.0746354,158.896205,163.22222319999997,63.41521078740158,62.55756102362205,64.26071779527558,1968
Poland,POL,Men,1949,172.6946593,172.0978846,173.2727679,67.9900233464567,67.75507267716534,68.21762515748031,1968
Portugal,PRT,Men,1949,167.5552957,166.8877177,168.2356096,65.96665185039369,65.70382586614173,66.23449196850393,1968
Puerto Rico,PRI,Men,1949,169.9834899,168.4424084,171.5398023,66.92263381889764,66.31590881889764,67.53535523622047,1968
Qatar,QAT,Men,1949,168.7524204,167.46846259999998,170.0642564,66.43796078740158,65.93246559055117,66.95443165354331,1968
Romania,ROU,Men,1949,171.9667273,169.59919130000003,174.3492105,67.70343594488189,66.77133515748032,68.64142145669291,1968
Russian Federation,RUS,Men,1949,172.9832715,172.51495730000002,173.44824519999997,68.1036501968504,67.91927452755907,68.2867107086614,1968
Rwanda,RWA,Men,1949,166.6709159,165.3715456,168.001247,65.61847082677166,65.10690771653543,66.14222322834645,1968
Saint Kitts and Nevis,KNA,Men,1949,169.23815290000002,166.6540726,171.99877969999997,66.62919405511812,65.61183960629921,67.71605499999998,1968
Saint Lucia,LCA,Men,1949,171.0752676,168.8410598,173.3372871,67.35246755905511,66.47285818897637,68.24302641732284,1968
Saint Vincent and the Grenadines,VCT,Men,1949,170.42767719999998,165.3859219,175.33543999999998,67.0975107086614,65.11256767716536,69.02970078740157,1968
Samoa,WSM,Men,1949,170.5386145,169.78466269999998,171.2856064,67.14118681102362,66.84435539370078,67.43527811023623,1968
Sao Tome and Principe,STP,Men,1949,168.65048430000002,167.2918076,169.9812326,66.39782846456693,65.86291637795276,66.92174511811024,1968
Saudi Arabia,SAU,Men,1949,166.73029619999997,165.91490149999998,167.5773369,65.64184889763779,65.32082736220472,65.97532948818898,1968
Senegal,SEN,Men,1949,173.0389866,171.1248331,174.91766299999998,68.12558527559054,67.37198153543306,68.8652216535433,1968
Serbia,SRB,Men,1949,175.639347,174.82892009999998,176.43012439999998,69.14934921259842,68.830283503937,69.46067889763779,1968
Seychelles,SYC,Men,1949,171.39705700000002,170.5051574,172.280723,67.4791562992126,67.12801472440945,67.8270562992126,1968
Sierra Leone,SLE,Men,1949,166.6429671,165.2671449,168.02683090000002,65.60746736220472,65.06580507874015,66.15229562992127,1968
Singapore,SGP,Men,1949,167.761191,166.99166599999998,168.53299209999997,66.04771299212598,65.74475039370078,66.35157169291337,1968
Slovakia,SVK,Men,1949,175.68693290000002,174.9181007,176.5032229,69.16808381889764,68.86539397637794,69.48945783464566,1968
Slovenia,SVN,Men,1949,174.9516643,171.3669188,178.66599240000002,68.87860799212598,67.46729086614174,70.34094188976378,1968
Solomon Islands,SLB,Men,1949,165.5416247,163.8327063,167.2178938,65.17386799212598,64.50106547244094,65.83381645669292,1968
Somalia,SOM,Men,1949,167.5883805,162.8296432,172.5714914,65.97967736220473,64.10615874015748,67.9415320472441,1968
South Africa,ZAF,Men,1949,168.35217250000002,167.6440303,169.0818279,66.28038287401576,66.00158673228346,66.56764877952756,1968
South Korea,KOR,Men,1949,168.0686008,167.5740696,168.57080280000002,66.16874047244094,65.9740431496063,66.3664577952756,1968
Spain,ESP,Men,1949,169.9452249,169.2799319,170.60353600000002,66.90756885826771,66.64564248031496,67.16674645669292,1968
Sri Lanka,LKA,Men,1949,163.0506542,161.507873,164.6058721,64.19317094488189,63.585776771653535,64.80546145669291,1968
Sudan,SDN,Men,1949,167.6098835,162.49030580000002,172.5820688,65.98814311023622,63.97256133858268,67.94569637795276,1968
Suriname,SUR,Men,1949,170.42405480000002,165.451316,175.2989896,67.09608456692914,65.13831338582676,69.01535023622047,1968
Swaziland,SWZ,Men,1949,168.2478501,166.70059840000002,169.7609659,66.23931106299213,65.6301568503937,66.83502594488189,1968
Sweden,SWE,Men,1949,178.1656132,177.7546649,178.5637457,70.14394220472441,69.98215153543306,70.30068728346457,1968
Switzerland,CHE,Men,1949,174.36488559999998,173.54326030000001,175.15607240000003,68.6475927559055,68.32411822834646,68.95908362204726,1968
Syrian Arab Republic,SYR,Men,1949,168.6086908,163.7262747,173.4112494,66.38137433070867,64.45916326771653,68.27214543307086,1968
Taiwan,TWN,Men,1949,166.9326408,166.1316049,167.7369785,65.72151212598425,65.40614366141733,66.03818051181102,1968
Tajikistan,TJK,Men,1949,169.79374669999999,164.6243899,174.7726466,66.84793177165353,64.81275192913387,68.80812858267717,1968
Tanzania,TZA,Men,1949,167.1330166,165.8936416,168.422369,65.80040023622047,65.31245732283465,66.30801929133858,1968
Thailand,THA,Men,1949,163.7569862,163.0454619,164.4595548,64.47125440944882,64.19112673228346,64.74785622047244,1968
Timor-Leste,TLS,Men,1949,160.0887217,158.56794319999997,161.6274238,63.02705578740158,62.428324094488175,63.632844015748034,1968
Togo,TGO,Men,1949,168.5720666,166.84534,170.3516176,66.36695535433071,65.68714173228346,67.06756598425197,1968
Tokelau,TKL,Men,1949,171.5352355,169.7843451,173.2976669,67.53355728346456,66.8442303543307,68.22742791338582,1968
Tonga,TON,Men,1949,175.1852335,173.961811,176.41023769999998,68.97056437007875,68.48890196850394,69.45284948818897,1968
Trinidad and Tobago,TTO,Men,1949,172.2982581,170.6663958,173.9135983,67.83395988188977,67.19149440944882,68.46992059055117,1968
Tunisia,TUN,Men,1949,169.8113007,168.793001,170.8260954,66.85484279527559,66.4539374015748,67.25436826771654,1968
Turkey,TUR,Men,1949,169.85289740000002,169.28572590000002,170.44259509999998,66.8712194488189,66.64792358267717,67.10338389763778,1968
Turkmenistan,TKM,Men,1949,170.2722322,168.4186618,172.1635612,67.03631188976378,66.30655976377952,67.78092960629921,1968
Tuvalu,TUV,Men,1949,168.4334918,166.0029574,170.91208369999998,66.3123983464567,65.35549503937008,67.28822192913385,1968
Uganda,UGA,Men,1949,169.0455729,167.800638,170.3321356,66.55337515748032,66.06324330708661,67.05989590551181,1968
Ukraine,UKR,Men,1949,174.119993,169.04859069999998,179.2363851,68.5511783464567,66.55456326771653,70.56550594488189,1968
United Arab Emirates,ARE,Men,1949,168.6212137,163.7150636,173.52455319999999,66.3863046062992,64.4547494488189,68.31675322834646,1968
United Kingdom,GBR,Men,1949,175.1904528,174.833011,175.5542579,68.97261921259843,68.83189409448819,69.11584956692914,1968
United States of America,USA,Men,1949,177.01723140000001,176.5487358,177.5026107,69.69182338582678,69.5073762992126,69.8829175984252,1968
