Country,ISO,Sex,Year of birth,Mean height (cm),Mean height lower 95% uncertainty interval (cm),Mean height upper 95% uncertainty interval (cm),Olympic Year,Mean height (inches),Mean height lower 95% uncertainty interval (inches),Mean height upper 95% uncertainty interval (inches)
Norway,NOR,Men,1952,178.0855631,177.6339794,178.52699630000004,1972,70.11242641732284,69.93463755905512,70.28621901574805
Occupied Palestinian Territory,PSE,Men,1952,170.4625024,169.3952859,171.5112321,1972,67.11122141732284,66.69105744094489,67.52410712598426
Oman,OMN,Men,1952,165.3902841,163.69803149999998,167.023202,1972,65.11428507874015,64.44804389763779,65.75716614173228
Pakistan,PAK,Men,1952,167.37460780000004,166.25141680000002,168.4580771,1972,65.89551488188978,65.4533137007874,66.3220775984252
Palau,PLW,Men,1952,167.566551,165.870802,169.2344351,1972,65.97108307086614,65.30346535433071,66.62773035433071
Panama,PAN,Men,1952,166.59599219999998,164.18961480000002,169.0556644,1972,65.5889733070866,64.64158062992126,66.55734818897638
Papua New Guinea,PNG,Men,1952,162.7646283,161.2517695,164.2689126,1972,64.08056232283464,63.48494862204724,64.67280023622047
Paraguay,PRY,Men,1952,169.7252636,164.48061769999998,174.8120957,1972,66.82096992125985,64.75614870078739,68.82365972440944
Peru,PER,Men,1952,162.99982250000002,162.0212379,163.93812069999998,1972,64.17315846456694,63.78788893700787,64.5425672047244
Philippines,PHL,Men,1952,161.43059540000002,159.3308636,163.501676,1972,63.555352519685044,62.728686456692905,64.37073858267716
Poland,POL,Men,1952,173.3065823,172.7221488,173.8864869,1972,68.23093791338583,68.00084598425197,68.45924681102362
Portugal,PRT,Men,1952,168.133492,167.4847444,168.7906012,1972,66.19428818897637,65.9388757480315,66.4529925984252
Puerto Rico,PRI,Men,1952,170.331027,168.70511499999998,172.0074344,1972,67.0594594488189,66.41933661417322,67.71946236220472
Qatar,QAT,Men,1952,169.1035282,167.8762885,170.35350400000002,1972,66.5761922047244,66.09302696850393,67.06830866141733
Romania,ROU,Men,1952,172.5216802,170.1702142,174.8733384,1972,67.92192133858268,66.99614732283464,68.84777102362204
Russian Federation,RUS,Men,1952,173.5627701,173.1045035,174.01277030000003,1972,68.3317992519685,68.15137933070866,68.50896468503937
Rwanda,RWA,Men,1952,166.8946986,165.67143719999999,168.1551126,1972,65.7065742519685,65.22497527559054,66.20280023622047
Saint Kitts and Nevis,KNA,Men,1952,169.5173356,166.9548468,172.206785,1972,66.739108503937,65.73025464566929,67.7979468503937
Saint Lucia,LCA,Men,1952,171.38489330000002,169.22574730000002,173.504449,1972,67.47436744094489,66.62430996062993,68.30883818897638
Saint Vincent and the Grenadines,VCT,Men,1952,170.7745822,165.78834530000003,175.6817221,1972,67.23408748031495,65.27100208661419,69.16603232283464
Samoa,WSM,Men,1952,170.9037604,170.17332969999998,171.6434074,1972,67.28494503937009,66.99737389763779,67.57614464566929
Sao Tome and Principe,STP,Men,1952,169.1475626,167.8670417,170.3898718,1972,66.59352858267717,66.08938649606299,67.0826266929134
Saudi Arabia,SAU,Men,1952,166.9926855,166.1785882,167.8070355,1972,65.74515177165354,65.42464102362204,66.06576200787401
Senegal,SEN,Men,1952,173.52243269999997,171.6979905,175.3093046,1972,68.31591838582676,67.5976340551181,69.01941125984251
Serbia,SRB,Men,1952,176.3397397,175.538912,177.1161733,1972,69.42509437007874,69.10980787401576,69.73077688976379
Seychelles,SYC,Men,1952,171.8298454,170.9429543,172.7095034,1972,67.64954543307087,67.30037570866142,67.99586748031496
Sierra Leone,SLE,Men,1952,166.9983081,165.68522030000003,168.2971427,1972,65.74736539370079,65.23040169291339,66.25871759842519
Singapore,SGP,Men,1952,168.2859074,167.528731,169.0587766,1972,66.2542942519685,65.95619330708661,66.55857346456692
Slovakia,SVK,Men,1952,176.19990280000002,175.4252125,176.9930533,1972,69.37004047244095,69.06504429133858,69.6823044488189
Slovenia,SVN,Men,1952,175.5292625,171.9963955,179.13839030000003,1972,69.10600885826771,67.71511633858267,70.52692531496064
Solomon Islands,SLB,Men,1952,165.9984709,164.2882526,167.66840580000002,1972,65.3537287007874,64.68041440944882,66.01118338582678
Somalia,SOM,Men,1952,167.883198,163.099401,172.92050319999998,1972,66.09574724409448,64.2123625984252,68.07893826771652
South Africa,ZAF,Men,1952,168.58665280000002,167.8962096,169.2968928,1972,66.37269795275591,66.10086992125984,66.65232
South Korea,KOR,Men,1952,168.6439145,168.1500697,169.13392119999997,1972,66.39524192913386,66.20081484251968,66.58815795275589
Spain,ESP,Men,1952,170.6337655,169.966708,171.29631619999998,1972,67.17864783464567,66.91602677165355,67.43949456692913
Sri Lanka,LKA,Men,1952,163.37174140000002,161.84072890000002,164.9374761,1972,64.31958322834646,63.71682240157481,64.93601421259842
Sudan,SDN,Men,1952,167.90184969999999,162.8578446,172.83236000000002,1972,66.10309043307086,64.11726165354331,68.04423622047244
Suriname,SUR,Men,1952,170.7686721,165.832046,175.6036861,1972,67.23176066929133,65.28820708661416,69.13530948818898
Swaziland,SWZ,Men,1952,168.6573209,167.194086,170.1111221,1972,66.40052003937008,65.82444330708661,66.97288271653542
Sweden,SWE,Men,1952,178.55383510000001,178.1717623,178.9301002,1972,70.29678547244094,70.14636311023622,70.44492133858267
Switzerland,CHE,Men,1952,174.758778,173.9624568,175.547994,1972,68.80266850393701,68.48915622047244,69.11338346456692
Syrian Arab Republic,SYR,Men,1952,168.98793909999998,164.1174279,173.81148480000002,1972,66.53068468503936,64.61316059055117,68.42971842519685
Taiwan,TWN,Men,1952,167.3761145,166.596443,168.171277,1972,65.89610807086613,65.58915078740156,66.20916417322834
Tajikistan,TJK,Men,1952,170.12944850000002,165.0135081,175.10539630000002,1972,66.98009783464568,64.96594807086613,68.93913240157481
Tanzania,TZA,Men,1952,167.3571589,166.1360543,168.6202405,1972,65.88864523622047,65.4078953937008,66.38592145669291
Thailand,THA,Men,1952,164.1179129,163.4251084,164.81766399999998,1972,64.61335153543307,64.34059385826771,64.88884409448818
Timor-Leste,TLS,Men,1952,160.45699430000002,158.968674,161.9614786,1972,63.172045000000004,62.58609212598425,63.764361653543304
Togo,TGO,Men,1952,168.9745199,167.28270880000002,170.7019909,1972,66.52540153543306,65.85933417322835,67.20550822834646
Tokelau,TKL,Men,1952,172.0014492,170.26317659999998,173.70141940000002,1972,67.71710598425197,67.03274669291338,68.38638559055119
Tonga,TON,Men,1952,175.6538408,174.4802885,176.853815,1972,69.15505543307087,68.69302696850393,69.62748622047243
Trinidad and Tobago,TTO,Men,1952,172.5722305,170.9853966,174.14758730000003,1972,67.94182303149606,67.31708527559056,68.5620422440945
Tunisia,TUN,Men,1952,170.1281656,169.1234269,171.12813640000002,1972,66.9795927559055,66.58402633858267,67.3732820472441
Turkey,TUR,Men,1952,170.20760780000003,169.66220800000002,170.78111,1972,67.01086921259844,66.79614488188977,67.23665748031496
Turkmenistan,TKM,Men,1952,170.635501,168.865645,172.42413100000002,1972,67.17933110236221,66.4825374015748,67.88351614173229
Tuvalu,TUV,Men,1952,168.7313363,166.3059205,171.1842038,1972,66.42965996062992,65.47477185039371,67.39535582677165
Uganda,UGA,Men,1952,169.2653698,168.1173343,170.444742,1972,66.63990937007874,66.18792688976379,67.10422913385827
Ukraine,UKR,Men,1952,174.6773686,169.65387230000002,179.75677280000002,1972,68.77061755905511,66.79286311023623,70.77038299212599
United Arab Emirates,ARE,Men,1952,168.998146,164.07967630000002,173.88433,1972,66.5347031496063,64.59829775590552,68.45839763779527
United Kingdom,GBR,Men,1952,175.4945851,175.1452261,175.8429162,1972,69.09235633858268,68.95481342519685,69.22949456692913
United States of America,USA,Men,1952,177.1354648,176.6759358,177.60780730000002,1972,69.73837196850393,69.55745503937007,69.92433358267718
Uruguay,URY,Men,1952,171.7322494,170.3430439,173.12265159999998,1972,67.61112181102362,67.06419051181102,68.1585242519685
Uzbekistan,UZB,Men,1952,170.1193576,168.86305769999998,171.3431017,1972,66.97612503937007,66.48151877952755,67.45791405511811
Vanuatu,VUT,Men,1952,167.20688140000001,165.7891699,168.7333176,1972,65.82948086614174,65.27132673228346,66.43043999999999
Venezuela,VEN,Men,1952,168.31990109999998,166.8168249,169.81489409999998,1972,66.2676775984252,65.67591531496063,66.85625751968503
Viet Nam,VNM,Men,1952,162.4750564,161.8820715,163.0997125,1972,63.966557637795276,63.73309901574803,64.21248523622047
Yemen,YEM,Men,1952,164.1819169,162.4914138,165.90427250000002,1972,64.63854996062992,63.972997559055116,65.31664271653544
Zambia,ZMB,Men,1952,168.9745809,166.35609169999998,171.6299529,1972,66.5254255511811,65.49452429133858,67.5708475984252
Zimbabwe,ZWE,Men,1952,170.2204112,168.65390369999997,171.7343492,1972,67.01590992125985,66.39917468503936,67.611948503937
Afghanistan,AFG,Women,1952,155.99115790000002,153.98536869999998,157.9813206,1972,61.413841692913394,60.6241609055118,62.19737031496063
Albania,ALB,Women,1952,160.19149280000002,158.3549483,162.0831012,1972,63.06751685039371,62.34446783464566,63.81224456692913
Algeria,DZA,Women,1952,158.80505569999997,157.5358272,160.0192305,1972,62.52167547244093,62.021979212598424,62.99969704724409
American Samoa,ASM,Women,1952,162.51164369999998,161.64030730000002,163.3475546,1972,63.98096208661416,63.63791625984253,64.31006086614173
Andorra,AND,Women,1952,159.4241487,154.7562657,164.22920269999997,1972,62.765412874015745,60.92766366141732,64.65716641732283
Angola,AGO,Women,1952,158.8609185,153.9978521,163.7529552,1972,62.5436687007874,60.62907562992125,64.46966740157481
Antigua and Barbuda,ATG,Women,1952,159.8704812,155.4032575,164.3323219,1972,62.941134330708664,61.18238484251968,64.69776452755906
Argentina,ARG,Women,1952,158.35179140000002,157.1705983,159.55059690000002,1972,62.34322496062993,61.87818830708661,62.81519562992126
Armenia,ARM,Women,1952,157.4164435,156.25747900000002,158.5480862,1972,61.97497775590551,61.51869251968505,62.420506377952755
Australia,AUS,Women,1952,163.10328049999998,162.58850569999998,163.6134624,1972,64.21388996062991,64.01122271653543,64.41474897637795
Austria,AUT,Women,1952,163.8902634,162.3233051,165.4247797,1972,64.5237257480315,63.906813031496064,65.12786602362205
Azerbaijan,AZE,Women,1952,157.9155456,156.5454798,159.25867590000001,1972,62.17147464566929,61.632078661417324,62.70026610236221
Bahamas,BHS,Women,1952,159.85616159999998,155.3029186,164.4040529,1972,62.935496692913375,61.142881338582676,64.72600507874016
Bahrain,BHR,Women,1952,156.4619068,154.88568569999998,158.0065712,1972,61.599175905511814,60.978616417322826,62.20731149606299
Bangladesh,BGD,Women,1952,150.7472466,150.0694133,151.4407559,1972,59.34930968503937,59.08244618110236,59.62234484251968
Barbados,BRB,Women,1952,162.05339840000002,160.62292119999998,163.49978810000002,1972,63.80055055118111,63.237370551181094,64.36999531496063
Belarus,BLR,Women,1952,163.0082352,158.1914754,167.76125869999998,1972,64.1764705511811,62.28010842519685,66.04773964566928
Belgium,BEL,Women,1952,162.4282908,161.7967486,163.0697142,1972,63.94814598425197,63.69950732283465,64.20067488188975
Belize,BLZ,Women,1952,155.4601017,153.6863784,157.21049340000002,1972,61.20476444881889,60.50644818897638,61.893895039370086
Benin,BEN,Women,1952,160.0708849,159.26277919999998,160.89621330000003,1972,63.02003342519685,62.70188157480314,63.34496586614174
Bermuda,BMU,Women,1952,159.8634937,155.3193858,164.27783,1972,62.93838334645669,61.14936448818897,64.67631102362205
Bhutan,BTN,Women,1952,153.55791680000002,152.12304540000002,155.00423480000003,1972,60.45587275590552,59.89096275590552,61.025289291338595
Bolivia,BOL,Women,1952,151.4504125,150.5025259,152.3861806,1972,59.62614665354331,59.2529629527559,59.994559291338575
Bosnia and Herzegovina,BIH,Women,1952,165.6174877,164.0276542,167.2376958,1972,65.20373531496062,64.57781661417323,65.84161251968504
Botswana,BWA,Women,1952,161.85506930000003,160.6074939,163.03668269999997,1972,63.722468228346465,63.231296811023626,64.18767035433069
Brazil,BRA,Women,1952,156.85301299999998,156.2515196,157.447591,1972,61.75315472440944,61.51634629921259,61.987240551181095
Brunei Darussalam,BRN,Women,1952,152.5029775,148.063104,157.080401,1972,60.04054232283464,58.29256062992126,61.84267755905512
Bulgaria,BGR,Women,1952,162.36748799999998,157.816698,166.83136340000001,1972,63.92420787401574,62.13255826771653,65.68163913385827
Burkina Faso,BFA,Women,1952,162.29355859999998,161.41710600000002,163.18961969999998,1972,63.895101811023615,63.55004173228347,64.24788177165354
Burundi,BDI,Women,1952,156.82440459999998,154.8831597,158.75674569999998,1972,61.74189157480314,60.97762192913385,62.502655787401565
Cabo Verde,CPV,Women,1952,161.2314379,159.6059177,162.7927044,1972,63.47694405511811,62.83697547244094,64.0916159055118
Cambodia,KHM,Women,1952,153.1999271,152.28505080000002,154.1317903,1972,60.314931929133856,59.95474440944883,60.681807204724414
Cameroon,CMR,Women,1952,160.9080132,160.0738497,161.74568680000002,1972,63.34961149606299,63.02120066929134,63.679404251968506
Canada,CAN,Women,1952,162.0920179,161.31420730000002,162.8493924,1972,63.81575507874016,63.50953043307087,64.11393401574803
Central African Republic,CAF,Women,1952,158.85745769999997,157.42536909999998,160.27799019999998,1972,62.54230618110235,61.97849177165354,63.10157094488188
Chad,TCD,Women,1952,163.32835690000002,162.1302736,164.5494742,1972,64.30250271653544,63.83081637795276,64.78325755905512
Chile,CHL,Women,1952,155.22677030000003,154.3146456,156.1284026,1972,61.1129016929134,60.753797480314965,61.46787503937007
China,CHN,Women,1952,156.961107,156.5624957,157.3506252,1972,61.795711417322835,61.638777834645666,61.949065039370076
China (Hong Kong SAR),HKG,Women,1952,155.39348940000002,153.98430119999998,156.7868689,1972,61.17853913385827,60.62374062992125,61.72711374015748
Colombia,COL,Women,1952,154.0436782,153.3574582,154.7186721,1972,60.647117401574796,60.37695204724409,60.91286303149606
Comoros,COM,Women,1952,156.04007009999998,154.9862803,157.13433830000002,1972,61.43309846456692,61.01822059055118,61.863912716535445
Congo,COG,Women,1952,159.04782350000002,158.1748983,159.94692859999998,1972,62.6172533464567,62.27358200787401,62.97123173228346
Cook Islands,COK,Women,1952,163.214068,161.59143999999998,164.8005666,1972,64.25750708661417,63.61867716535432,64.88211283464567
Costa Rica,CRI,Women,1952,155.1317794,154.24813500000002,156.00722869999998,1972,61.0755037007874,60.727612204724416,61.42016877952755
Cote d'Ivoire,CIV,Women,1952,160.0378179,159.190438,160.8736483,1972,63.00701492125984,62.673400787401576,63.33608200787402
Croatia,HRV,Women,1952,163.45807390000002,162.1018116,164.8142082,1972,64.35357240157481,63.81961086614173,64.88748354330708
Cuba,CUB,Women,1952,158.39299169999998,157.1535075,159.64404209999998,1972,62.359445551181096,61.87145964566928,62.85198507874015
Cyprus,CYP,Women,1952,158.96922780000003,155.4084454,162.56094030000003,1972,62.58631015748033,61.184427322834644,64.0003701968504
Czech Republic,CZE,Women,1952,163.975546,163.2821676,164.6419177,1972,64.55730157480315,64.28431795275591,64.81965263779527
Denmark,DNK,Women,1952,165.9154035,164.9748631,166.8463658,1972,65.32102499999999,64.950733503937,65.68754559055118
Djibouti,DJI,Women,1952,157.6131091,153.0354394,162.1470273,1972,62.052405157480315,60.25017299212598,63.83741232283464
Dominica,DMA,Women,1952,162.5344933,160.82852219999998,164.22742209999998,1972,63.98995799212599,63.318315826771645,64.65646539370078
Dominican Republic,DOM,Women,1952,156.9544434,155.8746728,158.0077142,1972,61.793087952755904,61.36798141732284,62.20776149606299
DR Congo,COD,Women,1952,158.155585,156.9888238,159.3176891,1972,62.26597834645669,61.80662354330709,62.723499645669285
Ecuador,ECU,Women,1952,151.8067656,150.3452136,153.2859419,1972,59.7664431496063,59.19102897637795,60.34879602362205
Egypt,EGY,Women,1952,158.46534599999998,157.88824219999998,159.0348189,1972,62.38793149606298,62.16072527559054,62.61213342519685
El Salvador,SLV,Women,1952,151.98806509999997,150.7494232,153.2640048,1972,59.8378209055118,59.350166614173226,60.340159370078744
Equatorial Guinea,GNQ,Women,1952,158.8884773,153.9699095,163.67067590000002,1972,62.55451862204725,60.61807460629921,64.43727397637797
Eritrea,ERI,Women,1952,158.05844330000002,156.910608,159.1907705,1972,62.227733582677175,61.77582992125984,62.67353169291339
Estonia,EST,Women,1952,165.0939262,164.5090055,165.67569780000002,1972,64.99760874015747,64.767325,65.22665267716536
Ethiopia,ETH,Women,1952,157.14640690000002,156.12232780000002,158.16157719999998,1972,61.868664133858275,61.46548338582678,62.268337480314955
Fiji,FJI,Women,1952,161.22492219999998,160.20909519999998,162.25867419999997,1972,63.47437881889763,63.07444692913385,63.88136779527558
Finland,FIN,Women,1952,163.84799119999997,163.36498590000002,164.3142374,1972,64.50708314960629,64.31692358267718,64.6906446456693
France,FRA,Women,1952,161.8498998,161.0591249,162.6326075,1972,63.720432992125986,63.40910429133858,64.02858562992127
French Polynesia,PYF,Women,1952,162.8333275,161.22773590000003,164.3643504,1972,64.1076092519685,63.475486574803156,64.71037417322835
Gabon,GAB,Women,1952,159.39317340000002,158.1050954,160.65907990000002,1972,62.75321787401575,62.24610055118111,63.251606259842525
Gambia,GMB,Women,1952,161.80958600000002,160.3793196,163.2446773,1972,63.70456141732284,63.14146440944882,64.26955799212598
Georgia,GEO,Women,1952,162.14362830000002,160.61215869999998,163.7209322,1972,63.836074133858276,63.23313334645668,64.45705992125984
Germany,DEU,Women,1952,163.8205807,163.3151333,164.30940159999997,1972,64.49629161417323,64.29729657480316,64.68874078740156
Ghana,GHA,Women,1952,159.55297480000002,158.8279019,160.26386399999998,1972,62.816131811023624,62.53067003937008,63.09600944881889
Greece,GRC,Women,1952,159.8789649,158.52089809999998,161.247978,1972,62.94447437007874,62.409802401574794,63.4834559055118
Greenland,GRL,Women,1952,156.5395552,154.9792494,158.1090741,1972,61.629746141732284,61.015452519685034,62.24766696850393
Grenada,GRD,Women,1952,163.4321779,161.731594,165.17909319999998,1972,64.34337712598425,63.67385590551181,65.0311390551181
Guatemala,GTM,Women,1952,148.67234960000002,147.6857281,149.67776619999998,1972,58.532421102362214,58.14398744094488,58.92825440944881
Guinea,GIN,Women,1952,159.72697680000002,158.6711611,160.759141,1972,62.884636535433074,62.46896106299213,63.291000393700784
Guinea Bissau,GNB,Women,1952,158.6759942,156.79490669999998,160.5520752,1972,62.47086385826771,61.73027822834645,63.20947842519685
Guyana,GUY,Women,1952,157.5942148,155.6274661,159.5698293,1972,62.04496645669291,61.27065594488189,62.82276744094489
Haiti,HTI,Women,1952,158.81346100000002,157.81484,159.80753080000002,1972,62.5249846456693,62.13182677165354,62.916350708661426
Honduras,HND,Women,1952,153.0317632,151.9541144,154.09343909999998,1972,60.24872566929134,59.82445448818898,60.66670830708661
Hungary,HUN,Women,1952,161.55428419999998,160.64155119999998,162.447677,1972,63.60404889763779,63.24470519685038,63.95577834645669
Iceland,ISL,Women,1952,167.06585249999998,165.9305981,168.2000632,1972,65.77395767716534,65.32700712598425,66.22049732283465
India,IND,Women,1952,151.78419230000003,151.29307780000002,152.2927265,1972,59.75755602362206,59.564203858267724,59.95776633858267
Indonesia,IDN,Women,1952,150.63203430000002,149.88724230000003,151.36522649999998,1972,59.30395051181103,59.01072531496064,59.59260885826771
Iran,IRN,Women,1952,155.8602305,155.3488643,156.36566090000002,1972,61.36229547244094,61.16097019685039,61.56128381889764
Iraq,IRQ,Women,1952,157.24303700000002,152.64411769999998,161.68454540000002,1972,61.906707480314964,60.09610933070865,63.65533283464568
Ireland,IRL,Women,1952,161.8568697,161.04736430000003,162.6406831,1972,63.72317704724409,63.40447413385828,64.031765
Israel,ISR,Women,1952,159.4339024,158.5233795,160.3577108,1972,62.76925291338582,62.410779330708664,63.13295700787402
Italy,ITA,Women,1952,159.16115349999998,158.65588480000002,159.6443917,1972,62.66187145669291,62.46294677165355,62.85212271653543
Jamaica,JAM,Women,1952,162.2518453,161.14036289999999,163.3384511,1972,63.87867925196851,63.44108775590551,64.30647681102361
Japan,JPN,Women,1952,155.8262331,155.52384719999998,156.13433600000002,1972,61.348910669291335,61.22986110236219,61.470211023622056
Jordan,JOR,Women,1952,157.29345849999999,156.5689727,157.99438,1972,61.926558464566924,61.641327834645665,62.202511811023626
Kazakhstan,KAZ,Women,1952,159.20794119999996,157.97735519999998,160.421088,1972,62.68029181102361,62.195809133858255,63.15790866141732
Kenya,KEN,Women,1952,160.2965592,159.408207,161.2012358,1972,63.10888157480314,62.75913661417323,63.46505346456693
Kiribati,KIR,Women,1952,158.9406623,157.7370051,160.20408,1972,62.5750638976378,62.10118311023622,63.072472440944885
Kuwait,KWT,Women,1952,157.931575,157.0253414,158.8157142,1972,62.177785433070866,61.8210005511811,62.52587173228346
Kyrgyzstan,KGZ,Women,1952,158.23762969999999,157.1162852,159.3166124,1972,62.29827940944881,61.85680519685039,62.72307574803149
Lao PDR,LAO,Women,1952,151.512283,150.2835738,152.7917583,1972,59.65050511811023,59.166761338582674,60.1542355511811
Latvia,LVA,Women,1952,164.8511733,163.34578359999998,166.3778489,1972,64.90203673228346,64.30936362204723,65.50309011811024
Lebanon,LBN,Women,1952,157.6401184,156.09723290000002,159.24607340000003,1972,62.06303874015748,61.45560350393701,62.69530448818899
Lesotho,LSO,Women,1952,158.3200483,157.1219197,159.5137573,1972,62.33072767716535,61.85902350393701,62.800691850393704
Liberia,LBR,Women,1952,157.4215017,156.14795859999998,158.7328918,1972,61.97696917322834,61.475574251968496,62.49326448818898
Libya,LBY,Women,1952,158.34645669999998,156.74073869999998,160.01297309999998,1972,62.34112468503936,61.708952244094476,62.997233503937
Lithuania,LTU,Women,1952,163.52408359999998,162.65706709999998,164.3981132,1972,64.37956047244094,64.03821539370078,64.72366661417323
Luxembourg,LUX,Women,1952,163.27633469999998,161.6751735,164.9145483,1972,64.28202153543306,63.65164311023622,64.92698751968504
Macedonia (TFYR),MKD,Women,1952,159.4372551,157.4337285,161.41613940000002,1972,62.77057287401574,61.98178287401575,63.54966118110237
Madagascar,MDG,Women,1952,155.2260406,154.2297159,156.194517,1972,61.11261440944882,60.72036059055118,61.49390433070866
Malawi,MWI,Women,1952,156.9276128,156.0956908,157.74017609999999,1972,61.78252472440944,61.45499637795275,62.10243153543306
Malaysia,MYS,Women,1952,154.17096769999998,153.5388692,154.8300225,1972,60.69723137795275,60.4483737007874,60.95670177165355
Maldives,MDV,Women,1952,150.6008105,149.26360480000002,151.8915144,1972,59.291657677165354,58.76519874015749,59.79980881889764
Mali,MLI,Women,1952,162.23641369999999,161.3227925,163.1525524,1972,63.87260381889763,63.512910433070864,64.23328834645669
Malta,MLT,Women,1952,156.3830198,154.391079,158.367606,1972,61.56811803149606,60.78388937007873,62.34945118110236
Marshall Islands,MHL,Women,1952,154.1732715,152.63010880000002,155.707901,1972,60.69813838582677,60.09059401574804,61.30232322834645
Mauritania,MRT,Women,1952,160.78599599999998,158.2454968,163.2716994,1972,63.30157322834645,62.30137669291339,64.28019661417322
Mauritius,MUS,Women,1952,153.86811509999998,153.0349885,154.6627984,1972,60.57799807086614,60.24999547244094,60.89086551181103
Mexico,MEX,Women,1952,153.3255781,152.7978512,153.8698842,1972,60.36440082677165,60.15663433070866,60.57869456692914
Micronesia (Federated States of),FSM,Women,1952,158.2665015,156.95517809999998,159.55805980000002,1972,62.30964625984252,61.7933772047244,62.81813377952757
Moldova,MDA,Women,1952,160.8725134,159.62067439999998,162.1280132,1972,63.3356351968504,62.842785196850386,63.82992645669291
Mongolia,MNG,Women,1952,156.14577450000002,155.18566289999998,157.106266,1972,61.47471437007874,61.096717677165344,61.85286062992126
Montenegro,MNE,Women,1952,162.39075219999998,157.8989821,167.0011843,1972,63.933367007874004,62.16495358267717,65.74849775590552
Morocco,MAR,Women,1952,157.8605126,156.6729881,159.0494642,1972,62.149808110236215,61.68227877952756,62.617899291338574
Mozambique,MOZ,Women,1952,156.5789987,155.6052545,157.5667707,1972,61.645275078740156,61.26191122047244,62.034161692913386
Myanmar,MMR,Women,1952,153.27470549999998,151.9980245,154.53035309999999,1972,60.34437224409448,59.84174192913386,60.83872169291338
Namibia,NAM,Women,1952,161.4784845,160.62817900000002,162.347778,1972,63.57420649606299,63.23944055118111,63.91644803149607
Nauru,NRU,Women,1952,157.09733569999997,156.3468301,157.8702048,1972,61.84934476377951,61.55387011811024,62.15362393700788
Nepal,NPL,Women,1952,150.80104790000001,150.0538454,151.5576199,1972,59.3704912992126,59.076317086614175,59.66835429133858
Netherlands,NLD,Women,1952,166.7072215,165.932118,167.47341919999997,1972,65.63276437007875,65.32760551181103,65.934417007874
New Zealand,NZL,Women,1952,163.1157108,162.5072727,163.7170216,1972,64.21878377952756,63.97924122047244,64.45552031496064
Nicaragua,NIC,Women,1952,154.16022869999998,153.1716936,155.1527756,1972,60.69300342519684,60.30381637795276,61.083769921259844
Niger,NER,Women,1952,161.9209979,161.05538700000002,162.75316850000002,1972,63.74842437007874,63.40763267716536,64.07605059055119
Nigeria,NGA,Women,1952,158.6072833,157.7886934,159.4178995,1972,62.443812322834646,62.12153283464567,62.762952559055115
Niue,NIU,Women,1952,161.0325656,159.4391238,162.62043119999998,1972,63.398647874015744,62.771308582677165,64.02379181102361
North Korea,PRK,Women,1952,156.0834544,151.1352207,161.08866909999998,1972,61.45017889763779,59.502055393700786,63.42073586614172
Norway,NOR,Women,1952,165.30129730000002,164.8670737,165.7356687,1972,65.07925090551181,64.90829673228346,65.25026326771653
Occupied Palestinian Territory,PSE,Women,1952,158.33583230000002,157.3227504,159.3767333,1972,62.33694185039371,61.93809070866141,62.74674539370079
Oman,OMN,Women,1952,155.38413500000001,153.72358730000002,156.97816709999998,1972,61.17485629921261,60.521097362204735,61.80242799212598
Pakistan,PAK,Women,1952,155.7952969,154.87980369999997,156.6837072,1972,61.33673106299213,60.97630066929133,61.68649889763779
Palau,PLW,Women,1952,157.7503356,156.15908269999997,159.361882,1972,62.106431338582674,61.47995381889763,62.74089842519685
Panama,PAN,Women,1952,154.9944534,152.5574901,157.4383105,1972,61.02143834645669,60.06200397637795,61.98358681102362
Papua New Guinea,PNG,Women,1952,155.7926118,154.34707749999998,157.26661059999998,1972,61.335673937007876,60.76656594488188,61.91598842519684
Paraguay,PRY,Women,1952,157.14746430000002,152.19500580000002,161.8886364,1972,61.86908043307088,59.91929362204725,63.73568362204724
Peru,PER,Women,1952,151.16442990000002,150.58983419999998,151.7279452,1972,59.51355507874016,59.28733629921259,59.73541149606299
Philippines,PHL,Women,1952,150.9737115,150.2682726,151.69534960000001,1972,59.43846909448819,59.160737244094484,59.72257858267717
Poland,POL,Women,1952,161.4213581,160.7545189,162.08366,1972,63.55171578740157,63.28918066929133,63.81246456692914
Portugal,PRT,Women,1952,159.0578618,158.04307980000002,160.0718997,1972,62.62120543307087,62.22168496062993,63.0204329527559
Puerto Rico,PRI,Women,1952,157.84399480000002,156.49110269999997,159.17092399999999,1972,62.143305039370084,61.61067035433069,62.66571811023621
Qatar,QAT,Women,1952,158.0854864,156.8435567,159.3259564,1972,62.238380472440944,61.74943177165354,62.72675448818897
Romania,ROU,Women,1952,160.6803033,158.3897677,162.9393339,1972,63.25996192913385,62.358176259842516,64.1493440551181
Russian Federation,RUS,Women,1952,161.8436507,161.40621000000002,162.2820206,1972,63.717972716535435,63.54575196850394,63.89055929133858
Rwanda,RWA,Women,1952,158.300083,157.32766130000002,159.29123149999998,1972,62.32286732283465,61.94002413385827,62.71308326771653
Saint Kitts and Nevis,KNA,Women,1952,161.8176005,159.3439889,164.2068065,1972,63.707716732283465,62.73385389763779,64.64834901574802
Saint Lucia,LCA,Women,1952,163.15327680000001,161.3021427,164.9863733,1972,64.23357354330709,63.50478059055118,64.95526507874015
Saint Vincent and the Grenadines,VCT,Women,1952,159.87474450000002,155.21158630000002,164.3801775,1972,62.9428127952756,61.10692374015749,64.71660531496063
Samoa,WSM,Women,1952,160.46027180000002,159.731232,161.1846686,1972,63.17333535433071,62.886311811023624,63.45853094488189
